name,path,emotion,text
40_enthusiasm_fear_e_100,enthusiasm_fear_40/40_enthusiasm_fear_e_100.wav,enthusiasm,"Да если бежать и смотреть на нашего нового преподавателя, я думаю можно и 20 побегать."
30_fear_happiness_h_130,fear_happiness_30/30_fear_happiness_h_130.wav,happiness,Почему мы должны встрять? Почему? Я не понимаю!
39_sadness_anger_a_070,sadness_anger_39/39_sadness_anger_a_070.wav,anger,Никак!
21_happiness_anger_h_111,happiness_anger_21/21_happiness_anger_h_111.wav,happiness,"Хорошо. Итак, ваш заказ. Оливье. Грибы тушёные в сметане, белые. И эскалоп из свинины. Тирамису."
42_anger_fear_a_060,anger_fear_42/42_anger_fear_a_060.wav,anger,"У меня сестра-мать, и она укладывает своего ребёнка в порядке всё у неё. И спит. В 9 часов ложится, в 10 засыпает, просыпается в 8 и они идут в садик."
10_happiness_anger h_080,10_happiness_anger/10_happiness_anger h_080.wav,happiness,"Я уверен, что ты зря возмущаешься. Следующая повышена будешь ты, я уверен."
50_enthusiasm_sadness_s_010,enthusiasm_sadness_50/50_enthusiasm_sadness_s_010.wav,sadness,"Сегодня наш директор сказал, что готовится мне к увольнению, потому что переведут кого-то из другого отдела."
01_happiness_anger a_080,01_happiness_anger/01_happiness_anger a_080.wav,anger,"А, тебе нравится, как я злюсь? Ну тогда я буду злиться и злиться и злиться. Это что вообще такое? Какие-то ужасные туфли мне принес, которые меня давят. И я что, должна сидеть и терпеть это все?"
21_happiness_anger_a_110,happiness_anger_21/21_happiness_anger_a_110.wav,anger,Нет! Принимайте заказ и идите готовьте! Я есть хочу!
27_neutral_fear_f_030,neutral_fear_27/27_neutral_fear_f_030.wav,fear,"Да, давно и долго. А ещё хорошо."
20_disgust_enthusiasm_d_150,disgust_enthusiasm_20/20_disgust_enthusiasm_d_150.wav,disgust,"Да ты что, такие деньжища? Я же не вил... Я же тебе их возьму!"
22_fear_anger_f_040,fear_anger_22/22_fear_anger_f_040.wav,fear,"Давай остановимся, давай остановимся!"
40_enthusiasm_fear_f_050,enthusiasm_fear_40/40_enthusiasm_fear_f_050.wav,fear,"Когда он смотрит, мне кажется, что он думает о чем-то другом, а не о физкультуре."
50_enthusiasm_sadness_e_030,enthusiasm_sadness_50/50_enthusiasm_sadness_e_030.wav,enthusiasm,"Нет, я вряд ли. Он нам, скорее всего, новенького какого-то имел ввиду. А почему вы так заинтересовались?"
06_happiness_enthusiasm e_030,06_happiness_enthusiasm/06_happiness_enthusiasm e_030.wav,enthusiasm,"Я очень рад, что тебе понравилось в это время года здесь гулять со мной. Расскажи мне на своей радости, что случилось, почему ты нашел новую работу и как так?"
18_happiness_neutral_h_180,happiness_neutral_18/18_happiness_neutral_h_180.wav,happiness,"Я хочу петь. Очень сильно хочу. Хочу дарить людям радость. Хочу, чтобы они улыбались."
21_happiness_anger_a_090,happiness_anger_21/21_happiness_anger_a_090.wav,anger,"Так, всё, поняла, девушка. Я спешу. Мне давайте что-то у вас повкуснее. Что-нибудь. И несите скорее."
21_happiness_anger_a_060,happiness_anger_21/21_happiness_anger_a_060.wav,anger,Понятно. А что посоветуете с горячих напитков? Пить очень хочу.
31_fear_enthusiasm_f_020,fear_enthusiasm_31/31_fear_enthusiasm_f_020.wav,fear,"Ты видела, который час?"
50_enthusiasm_sadness_e_120,enthusiasm_sadness_50/50_enthusiasm_sadness_e_120.wav,enthusiasm,"Да, успокойся, сейчас сходишь как рукой с ними."
27_neutral_fear_n_071,neutral_fear_27/27_neutral_fear_n_071.wav,neutral,"Да-да-да, я хочу. Вы хотите отправить меня... Почему отправить? Я хочу, чтобы вы пошли на заслуженный отдых, на пенсию. И вы будете... У вас будет много свободного времени. Вы будете..."
44_neutral_anger_n_010,neutral_anger_44/44_neutral_anger_n_010.wav,neutral,Я не могу принять у вас такую купюру
19_anger_disgust_a_090,anger_disgust_19/19_anger_disgust_a_090.wav,anger,"Так, давайте сюда директора вашей компании."
01_happiness_anger h_020,01_happiness_anger/01_happiness_anger h_020.wav,happiness,"Зато посмотри, как ты оделась, какие на тебе туфли, они тебе так идут! Ты сделала прическу, накрасилась, сходила на маникюр..."
40_enthusiasm_fear_e_090,enthusiasm_fear_40/40_enthusiasm_fear_e_090.wav,enthusiasm,"5 километров это даже интересно, я никогда не бегала на 5 километров. Получится у меня или не получится? Возможно, с этим преподавателем и получится."
34_anger_fear_f_030,anger_fear_34/34_anger_fear_f_030.wav,fear,"Ну я же не ехала назад, я ехала вперед."
12_sadness_disgust_s_110,sadness_disgust_12/12_sadness_disgust_s_110.wav,sadness,"Понимаете, у меня сын ходит в музыкальную школу, учится играть на гитаре."
25_anger_disgust_d_080,anger_disgust_25/25_anger_disgust_d_080.wav,disgust,"Не будет никакого адвоката, никакого суда. Вы отдадите долг, поверьте."
07_fear_neutral n_140,07_fear_neutral/07_fear_neutral n_140.wav,neutral,"Да, не сомневайтесь, я номер, конечно, возьму."
39_sadness_anger_s_020,sadness_anger_39/39_sadness_anger_s_020.wav,sadness,Он уже не дышит. Что мне делать?
11_anger_disgust a_140,11_disgust_anger/11_anger_disgust a_140.wav,anger,"А что, по-вашему, летают люди или как?"
21_happiness_anger_h_020,happiness_anger_21/21_happiness_anger_h_020.wav,happiness,"Да, пожалуйста, вам меню. Я подойду через несколько минут."
44_neutral_anger_n_030,neutral_anger_44/44_neutral_anger_n_030.wav,neutral,"Ну, нам говорят, что мы не можем прийти."
08_sadness_anger a_110,08_sadness_anger/08_sadness_anger a_110.wav,anger,"Вы откуда прибыли? Расскажите мне, пожалуйста!"
14_anger_fear_f_020,anger_fear_14/14_anger_fear_f_020.wav,fear,"Девушка, простите, я ошибся."
18_happiness_neutral_h_100,happiness_neutral_18/18_happiness_neutral_h_100.wav,happiness,"Конечно, иначе я просто не выживу. Но я найду что-нибудь, что будет мне очень нравиться. Буду получать удовольствие от работы. И зарабатывать себе на жизнь."
19_anger_disgust_a_080,anger_disgust_19/19_anger_disgust_a_080.wav,anger,Верните мне мои деньги немедленно!
15_enthusiasm_sadness_s_070,enthusiasm_sadness_15/15_enthusiasm_sadness_s_070.wav,sadness,"Ох, ещё и на работу, да-да... Почему там не берут с людьми с русским языком? Я бы мог спокойно работать тукером третьего разряда."
41_fear_disgust_d_090,fear_disgust_41/41_fear_disgust_d_090.wav,disgust,"Ну а как я могу? У меня тоже свои тогда дела, понимаешь? Ну вот я сейчас возьму и уйду, у меня там ещё много дел. Какой этот предмет? Я уже сдал, мне уже не нужно это."
24_sadness_enthusiasm_s_020,sadness_enthusiasm_24/24_sadness_enthusiasm_s_020.wav,sadness,"Именно что попадаешь. Ну баня она и есть баня, чё в ней интересно?"
11_anger_disgust d_170,11_disgust_anger/11_anger_disgust d_170.wav,disgust,Знаю я таких честных!
37_enthusiasm_neutral_e_060,enthusiasm_neutral_37/37_enthusiasm_neutral_e_060.wav,enthusiasm,"Так, целых три занятия. И у вас на площадке хорошо получается ездить?"
41_fear_disgust_f_060,fear_disgust_41/41_fear_disgust_f_060.wav,fear,"Да говорят, там ещё и однокрупники какие-то у нас свиньи сдают вообще, даже не дадут списать. Правда что ли?"
39_sadness_anger_s_070,sadness_anger_39/39_sadness_anger_s_070.wav,sadness,"Ну пожалуйста, а вдруг он не умер? А вдруг это литургический сон? Ну скажите, ну как его привести в чувство?"
23_happiness_neutral_h_020,happiness_neutral_23/23_happiness_neutral_h_020.wav,happiness,"Ну, понимаешь, для этого есть причины. Я готовила для тебя этот подарок целый день."
07_fear_neutral f_200,07_fear_neutral/07_fear_neutral f_200.wav,fear,Очень хочется в это верить Очень не хочется вредить людям Знаете ли?
09_neutral_happiness h_050,09_neutral_happiness/09_neutral_happiness h_050.wav,happiness,"Как интересно. А не скажете, что это за дерево? Интересная текстура."
24_sadness_enthusiasm_s_060,sadness_enthusiasm_24/24_sadness_enthusiasm_s_060.wav,sadness,Причём по жопе.
40_enthusiasm_fear_e_120,enthusiasm_fear_40/40_enthusiasm_fear_e_120.wav,enthusiasm,Отжимания?
41_fear_disgust_f_040,fear_disgust_41/41_fear_disgust_f_040.wav,fear,"Да некогда мне было, понимаешь? У меня дела, у меня семья вообще. Ну так боюсь, очень боюсь я сдавать этот экзамен, я не знаю. Может быть, ты знаешь какие-то тайные ходы, что, как?"
18_happiness_neutral_n_060,happiness_neutral_18/18_happiness_neutral_n_060.wav,neutral,"Но это действительно классно. Пожалуй, жалко, что домашнее животное нельзя завести."
48_fear_disgust_f_110,fear_disgust_48/48_fear_disgust_f_110.wav,fear,"Ну всё, не рассказывай мне больше. Всё, не могу."
10_happiness_anger h_010,10_happiness_anger/10_happiness_anger h_010.wav,happiness,"Ну, что я тебе говорил? Наконец-таки повышение! Да! И я смогу поехать в отпуск! У меня будет достаточно денег, возможно, даже чтобы купить себе новую машину!"
14_anger_fear_a_140,anger_fear_14/14_anger_fear_a_140.wav,anger,"Я понимаю, но ради того, чтобы у вас была не голодная семья, вы должны работать. И работать правильно в этот раз у вас не получилось."
05_neutral_fear f_010,05_neutral_fear/05_neutral_fear f_010.wav,fear,"Привет. Слушай, ты не знаешь, почему так долго автобуса нет?"
07_fear_neutral f_030,07_fear_neutral/07_fear_neutral f_030.wav,fear,"Я извиняюсь, вы что?"
30_fear_happiness_f_160,fear_happiness_30/30_fear_happiness_f_160.wav,fear,"Сперва вы просчитаете, и тогда может быть."
23_happiness_neutral_h_170,happiness_neutral_23/23_happiness_neutral_h_170.wav,happiness,Но это же твой день рождения!
19_anger_disgust_a_051,anger_disgust_19/19_anger_disgust_a_051.wav,anger,"Что верно? Девушка, ты что там сидишь? Я заказывала фартук с мопсами! Моими любимыми собачками! Где этот фартук? Я его месяц ждала! Вы понимаете, что такое фартук?"
11_anger_disgust a_160,11_disgust_anger/11_anger_disgust a_160.wav,anger,"Пешком я уже находился в свое время. Я хочу велосипед. Что там такого? Скажите пожалуйста куда мне подъехать, я его возьму и куплю."
47_enthusiasm_sadness_s_140,enthusiasm_sadness_47/47_enthusiasm_sadness_s_140.wav,sadness,10 лет... Ну 10 лет это долго конечно...
24_sadness_enthusiasm_s_121,sadness_enthusiasm_24/24_sadness_enthusiasm_s_121.wav,sadness,"Да это ж они придут, это ж начнут разводить на бабки, а потом мы с тобой будем говорить, а есть у нас бабки или нет, а потом окажется вдруг, не дай бог, что подцепили, витик, это муди!"
24_sadness_enthusiasm_s_010,sadness_enthusiasm_24/24_sadness_enthusiasm_s_010.wav,sadness,Да что интересного может быть в бане?
41_fear_disgust_d_060,fear_disgust_41/41_fear_disgust_d_060.wav,disgust,"На догрутников вообще не смотри, это их дело. Какая разница, как они там сдают, главное тебе это сделать и всё. Главное хотя бы приди и всё. А то что там такое что-то."
17_neutral_disgust_d_060,neutral_disgust_17/17_neutral_disgust_d_060.wav,disgust,"Угу, я тоже очень рада, что я ваш клиент. Было бы лучше, если у нас были бы маленькие, более меньшие тарифы. Я была бы очень рада."
34_anger_fear_f_040,anger_fear_34/34_anger_fear_f_040.wav,fear,"Так, я не ехала назад, это..."
36_disgust_happiness_d_040,disgust_happiness_36/36_disgust_happiness_d_040.wav,disgust,"Какая удача, купили компьютер. Что вы там купили? Показывайте."
12_sadness_disgust_s_080,sadness_disgust_12/12_sadness_disgust_s_080.wav,sadness,"Я с ним занимаюсь, он мне показывает, говорит, «Мам, я сделал домашнее задание, ну я же доверяю своему сыну». Поэтому и говорю, ну хорошо, молодец."
35_neutral_fear_f_052,neutral_fear_35/35_neutral_fear_f_052.wav,fear,"дежурного, или как там их называют. И такое ощущение, что скоро кислород закончится."
08_sadness_anger a_130,08_sadness_anger/08_sadness_anger a_130.wav,anger,"И вы, конечно же, считаете, что в Ростове может быть раз в 10 дешевле, чем в вашем Санкт-Петербурге, да?"
39_sadness_anger_s_110,sadness_anger_39/39_sadness_anger_s_110.wav,sadness,"Нет, нет, ну пожалуйста, ну что же я могу еще сказать вам? Ну девушка, ну приезжайте, пожалуйста"
14_anger_fear_a_040,anger_fear_14/14_anger_fear_a_040.wav,anger,"Вы понимаете, целая семья сейчас останется безужной из-за вашей ошибки. Я вообще обязана позвонить начальству. Я обязана доложить на вас."
03_disgust_neutral n_034,03_disgust_neutral/03_disgust_neutral n_034.wav,neutral,возместить школе этот ущерб.
09_neutral_happiness h_040,09_neutral_happiness/09_neutral_happiness h_040.wav,happiness,Vroom.
04_fear_enthusiasm e_140,04_fear_enthusiasm/04_fear_enthusiasm e_140.wav,enthusiasm,"Да, конечно, я отдам вам деньги, не сомневайтесь в этом. А скажите, а батарейки в комплекте идут?"
11_anger_disgust d_160,11_disgust_anger/11_anger_disgust d_160.wav,disgust,Я не хочу тебя видеть
49_sadness_happiness_s_080,sadness_happiness_49/49_sadness_happiness_s_080.wav,sadness,"Дай мне ведро, пожалуйста, ну дай! Я тебя прошу, как человека прошу! Слушай... Берите оператору в чёрное что ли determination в помощь!"
47_enthusiasm_sadness_s_080,enthusiasm_sadness_47/47_enthusiasm_sadness_s_080.wav,sadness,"40 дюймов, это же меньше чем вы предлагали 72. 40 это как-то совсем мало. Ну по сравнению..."
15_enthusiasm_sadness_e_050,enthusiasm_sadness_15/15_enthusiasm_sadness_e_050.wav,enthusiasm,"Но не переживайте, мы вас подготовим и все будет хорошо!"
20_disgust_enthusiasm_d_170,disgust_enthusiasm_20/20_disgust_enthusiasm_d_170.wav,disgust,"Ой, слушай, давай с тобой сейчас мы в ресторане закажем выпить, закусить, посидим, поговорим. По-хорошему, мы же женщины, должны друг друга понять."
15_enthusiasm_sadness_s_060,enthusiasm_sadness_15/15_enthusiasm_sadness_s_060.wav,sadness,"Чистая связь, да? Ну, правда, мне не совсем пока всё это понятно. C, B, A. Даже не знаю, что такое хорошо. Ну, так, чтобы чуть-чуть, знаете, чтобы общаться можно было, чтобы меня понимали."
43_enthusiasm_neutral_e_010,enthusiasm_neutral_43/43_enthusiasm_neutral_e_010.wav,enthusiasm,"Здравствуйте, я вот по объявлению вам звонила."
34_anger_fear_a_080,anger_fear_34/34_anger_fear_a_080.wav,anger,Ключик от машины от новой! Знаешь такое? Теперь узнаешь. Посмотри что ты сделала! Посмотри на это произведение!
22_fear_anger_f_160,fear_anger_22/22_fear_anger_f_160.wav,fear,"У меня вообще такое настроение, я сейчас поставить машину и вот на первый автобус сесть и поехать."
03_disgust_neutral d_030,03_disgust_neutral/03_disgust_neutral d_030.wav,disgust,"вашего ученика из вашей школы. Я считаю, что вы меня сегодня вызвали, но это не совсем оправдано."
23_happiness_neutral_h_080,happiness_neutral_23/23_happiness_neutral_h_080.wav,happiness,А ты хочешь выступить?
14_anger_fear_f_120,anger_fear_14/14_anger_fear_f_120.wav,fear,Что я должен сделать?
28_disgust_enthusiasm_e_020,disgust_enthusiasm_28/28_disgust_enthusiasm_e_020.wav,enthusiasm,"Ой, простите, пожалуйста, но вы же меня научите?"
49_sadness_happiness_s_020,sadness_happiness_49/49_sadness_happiness_s_020.wav,sadness,"Ну да, и у меня клиент торопится мой. Да, и мне надо быстро помыть ему машину, и надо освободиться, мне бежать надо."
30_fear_happiness_f_060,fear_happiness_30/30_fear_happiness_f_060.wav,fear,Не представляю...
34_anger_fear_a_070,anger_fear_34/34_anger_fear_a_070.wav,anger,"Куда ты не ехала? Ты знаешь, как в 90-х? Ключик давай от машины, от новой!"
10_happiness_anger a_150,10_happiness_anger/10_happiness_anger a_150.wav,anger,Мнение свое пересчитай!
10_happiness_anger h_070,10_happiness_anger/10_happiness_anger h_070.wav,happiness,"Ох, сколько напора! Но в конце концов, кофе-то ты готовишь на воде, которую я предоставляю!"
04_fear_enthusiasm f_020,04_fear_enthusiasm/04_fear_enthusiasm f_020.wav,fear,"Да, хорошо. Вот, смотрите, посылка. Распишитесь, пожалуйста, оплатите, и всё на этом. Спасибо."
30_fear_happiness_h_050,fear_happiness_30/30_fear_happiness_h_050.wav,happiness,Мы выиграли тендер в Щёлково!
37_enthusiasm_neutral_n_110,enthusiasm_neutral_37/37_enthusiasm_neutral_n_110.wav,neutral,Но она снова не едет. Что происходит? У вас машина сломана.
42_anger_fear_a_040,anger_fear_42/42_anger_fear_a_040.wav,anger,Ну что это такое? Мне в пять утра вставать на работу!
48_fear_disgust_d_030,fear_disgust_48/48_fear_disgust_d_030.wav,disgust,"Да он же для детей. Таня, ну ты уже... ну ты вообще меня удивляешь. Такое советское кино смотреть, это себя не уважать. Ну что ты делаешь?"
20_disgust_enthusiasm_d_120,disgust_enthusiasm_20/20_disgust_enthusiasm_d_120.wav,disgust,"Давай, Валера что сказал, здесь я решаю. Давай с тобой договоримся по-хорошему."
28_disgust_enthusiasm_e_070,disgust_enthusiasm_28/28_disgust_enthusiasm_e_070.wav,enthusiasm,"Серьезно? Не, я не хочу. У меня вообще это... Ну, жутко интересно, Гент, я волосы закорю, конечно. Так, хорошо. А что можно делать этим станком?"
09_neutral_happiness h_060,09_neutral_happiness/09_neutral_happiness h_060.wav,happiness,"Я уже доволен, прекрасно. А какой интересный выключатель. Не расскажите, как он работает?"
43_enthusiasm_neutral_e_040,enthusiasm_neutral_43/43_enthusiasm_neutral_e_040.wav,enthusiasm,"Ну, хорошо, не берете, почему?"
30_fear_happiness_f_080,fear_happiness_30/30_fear_happiness_f_080.wav,fear,Так сперва надо и этот сделать.
36_disgust_happiness_d_070,disgust_happiness_36/36_disgust_happiness_d_070.wav,disgust,Вот на этом вы собираетесь 3D графикой заниматься.
25_anger_disgust_d_010,anger_disgust_25/25_anger_disgust_d_010.wav,disgust,"Здравствуйте, это Валентина Дмитриевна."
11_anger_disgust d_120,11_disgust_anger/11_anger_disgust d_120.wav,disgust,Кататься?
17_neutral_disgust_n_090,neutral_disgust_17/17_neutral_disgust_n_090.wav,neutral,"Мы хотели предложить вам пакет в 1500 минут, 45 гигабайт и еще 200 смс. Только сейчас вы сможете получить этот уникальный тариф."
19_anger_disgust_a_052,anger_disgust_19/19_anger_disgust_a_052.wav,anger,месяц ждать и копить деньги на него
34_anger_fear_f_010,anger_fear_34/34_anger_fear_f_010.wav,fear,"Ну, вы ехали назад, я вас из-за угла не могла увидеть. Я ехала вперед, всё нормально было."
46_sadness_disgust_s_010,sadness_disgust_46/46_sadness_disgust_s_010.wav,sadness,"Знаете, смотреть на то, как дети у нас бегают без присмотра, ну это же... Ну как за таким родителям вообще тут следят за ними?"
07_fear_neutral n_120,07_fear_neutral/07_fear_neutral n_120.wav,neutral,"Может вы посмотрели в другую сторону, но ничего страшного бывает с кем не бывает."
07_fear_neutral f_180,07_fear_neutral/07_fear_neutral f_180.wav,fear,"Нет, я только должен устовериться, что вы спокойно сейчас сядете в машину и тогда мне будет спокойнее намного."
02_anger_sadness s_010,02_anger_sadness/02_anger_sadness s_010.wav,sadness,"Ну что я могу сказать с этими цифрами? С ними все в порядке, но да, там немного непонятно было. Но я думаю, что еще мне нужно пару дней и тогда будет все точно."
41_fear_disgust_d_050,fear_disgust_41/41_fear_disgust_d_050.wav,disgust,"Да ничего там нет, никакой темы, просто приходишь хотя бы две строчки сказать и уйти. Ничего такого нет. Всё хорошо там будет. Просто приди... И всё."
29_happiness_fear_h_020,happiness_fear_29/29_happiness_fear_h_020.wav,happiness,"Да, это быстрая доставка еды на дом, и мы рады вас слышать."
03_disgust_neutral d_010,03_disgust_neutral/03_disgust_neutral d_010.wav,disgust,Добрый день!
04_fear_enthusiasm e_060,04_fear_enthusiasm/04_fear_enthusiasm e_060.wav,enthusiasm,"Так, давайте откроем коробку. Наверное, подставка лежит внизу. Ой, тут ещё есть в комплекте провода. А вы не подскажете, как их подключать?"
26_enthusiasm_happiness_e_110,enthusiasm_happiness_26/26_enthusiasm_happiness_e_110.wav,enthusiasm,"Любимый, ну и поехали уже! Когда мы едем с тобой?"
22_fear_anger_f_120,fear_anger_22/22_fear_anger_f_120.wav,fear,"Да ты знаешь что-то и темнеет уже. Сумерки наступят, а для меня это самое сложное время. Я вообще ничего не вижу в сумерках."
17_neutral_disgust_d_010,neutral_disgust_17/17_neutral_disgust_d_010.wav,disgust,Алло!
35_neutral_fear_n_080,neutral_fear_35/35_neutral_fear_n_080.wav,neutral,"А во сне бывает что-то подобное? Какие-то страхи, ужасы?"
27_neutral_fear_n_040,neutral_fear_27/27_neutral_fear_n_040.wav,neutral,"Да, я знаю. И вот когда человек работает долго и хорошо, ему, как вы думаете, что нужно?"
45_happiness_sadness_h_090,happiness_sadness_45/45_happiness_sadness_h_090.wav,happiness,Зачем ты поставила на них? Зачем ты на Россию поставила? Зачем?
26_enthusiasm_happiness_h_160,enthusiasm_happiness_26/26_enthusiasm_happiness_h_160.wav,happiness,"Дорогая, ты уверена в этом?"
32_happiness_enthusiasm_e_110,happiness_enthusiasm_32/32_happiness_enthusiasm_e_110.wav,enthusiasm,"Хорошо, я подожду. А мне потом расскажешь, как ты это делаешь."
15_enthusiasm_sadness_e_010,enthusiasm_sadness_15/15_enthusiasm_sadness_e_010.wav,enthusiasm,"Добрый день, это языковой центр «Поток». Здравствуйте."
37_enthusiasm_neutral_n_070,enthusiasm_neutral_37/37_enthusiasm_neutral_n_070.wav,neutral,"Да, получается."
33_sadness_disgust_d_030,sadness_disgust_33/33_sadness_disgust_d_030.wav,disgust,"Ты специально что ли попросил, что тебя с собой посадили? Я с тобой не хочу сидеть. После того, что ты сделал... Спасибо большое, кретин!"
13_neutral_enthusiasm_n_020,neutral_enthusiasm_13/13_neutral_enthusiasm_n_020.wav,neutral,Вас интересуют интернет или звонки?
28_disgust_enthusiasm_d_080,disgust_enthusiasm_28/28_disgust_enthusiasm_d_080.wav,disgust,"Но, дорогая, сперва вам надо заколоть волосы, а ещё лучше одеть какой-нибудь головной убор, иначе вас может снять скальп этой самой фрезой."
40_enthusiasm_fear_e_160,enthusiasm_fear_40/40_enthusiasm_fear_e_160.wav,enthusiasm,Ну почему ты не можешь поднять тело? Ну давай тогда побегаем!
22_fear_anger_f_070,fear_anger_22/22_fear_anger_f_070.wav,fear,"Да не разводи ты панику. Мне и самой. От того, что я плохо езжу."
08_sadness_anger a_100,08_sadness_anger/08_sadness_anger a_100.wav,anger,Конечно пентхаус с Адам на крыше
38_happiness_neutral_h_020,happiness_neutral_38/38_happiness_neutral_h_020.wav,happiness,Хомяк Юрий Алексеевич
46_sadness_disgust_d_042,sadness_disgust_46/46_sadness_disgust_d_042.wav,disgust,"Бурно бросает. Ну разве так может себя вести культурный человек? Ведь откуда же дети берут этот пример от взрослых? Да, и... Значит, проблема взрослых."
50_enthusiasm_sadness_s_140,enthusiasm_sadness_50/50_enthusiasm_sadness_s_140.wav,sadness,Та вот же!
23_happiness_neutral_n_180,happiness_neutral_23/23_happiness_neutral_n_180.wav,neutral,Да ты что!
23_happiness_neutral_h_110,happiness_neutral_23/23_happiness_neutral_h_110.wav,happiness,"Ой, как здорово! Я даже представить не могла, что в нашем спектакле будет настоящая звезда! Если я расскажу, это будет просто фурор!"
05_neutral_fear n_010,05_neutral_fear/05_neutral_fear n_010.wav,neutral,Привет! Ты здесь? Я тебя не заметила...
46_sadness_disgust_d_060,sadness_disgust_46/46_sadness_disgust_d_060.wav,disgust,"Если у них нет культуры, их нужно научить. Для чего нам государство? Пусть организуют курсы. В конце концов, ежедневное управление."
19_anger_disgust_a_010,anger_disgust_19/19_anger_disgust_a_010.wav,anger,Алло!
31_fear_enthusiasm_e_070,fear_enthusiasm_31/31_fear_enthusiasm_e_070.wav,enthusiasm,"Мам, мы катались на мотоциклах, потом поехали в тату салон. Мы набили парные татуировки, смотри, классно же?"
08_sadness_anger a_170,08_sadness_anger/08_sadness_anger a_170.wav,anger,Хутор Тимирницкий. Подходит?
31_fear_enthusiasm_e_080,fear_enthusiasm_31/31_fear_enthusiasm_e_080.wav,enthusiasm,"Мам, не переживай, всё в порядке. В следующий раз я куплю новый телефон, буду постоянно с тобой созваниваться, и ты перестанешь переживать."
24_sadness_enthusiasm_s_091,sadness_enthusiasm_24/24_sadness_enthusiasm_s_091.wav,sadness,"Ты чё, ну баня и баня, ну пришли попарились, потом вышли из бани. Ты к себе домой пошёл, я к себе домой пошёл. Дома у меня жена будет спрашивать, а где ты был, а с кем ты?"
19_anger_disgust_d_030,anger_disgust_19/19_anger_disgust_d_030.wav,disgust,"Так, подождите, посмотрю... Так... Вам привезли фартук, верно?"
30_fear_happiness_f_130,fear_happiness_30/30_fear_happiness_f_130.wav,fear,Потому что я не первый день на рынке.
34_anger_fear_a_100,anger_fear_34/34_anger_fear_a_100.wav,anger,Какие за угла? Здесь вообще никого не было! Откуда ты взялась только на мою голову?
13_neutral_enthusiasm_n_080,neutral_enthusiasm_13/13_neutral_enthusiasm_n_080.wav,neutral,"Хорошо, как только надумаете, перезвоните. До свидания."
39_sadness_anger_s_060,sadness_anger_39/39_sadness_anger_s_060.wav,sadness,"Я очень хочу, чтобы он ожил. Ну пожалуйста!"
23_happiness_neutral_h_190,happiness_neutral_23/23_happiness_neutral_h_190.wav,happiness,"Да, всё для тебя!"
11_anger_disgust d_010,11_disgust_anger/11_anger_disgust d_010.wav,disgust,"Ну, продаю."
02_anger_sadness a_052,02_anger_sadness/02_anger_sadness a_052.wav,anger,"Я у айтишника спрошу, чем ты реально занимался. Где ты сидел? Что ты смотрел?"
50_enthusiasm_sadness_e_100,enthusiasm_sadness_50/50_enthusiasm_sadness_e_100.wav,enthusiasm,Да найдешь ты работу. Сейчас много работы. Уже интересовалась работой какой-нибудь.
08_sadness_anger a_060,08_sadness_anger/08_sadness_anger a_060.wav,anger,"Напомните, сколько вам еще раз одобрили? На пятикомнатную квартиру? Да сколько можно уже? Вы издеваетесь надо мной!"
18_happiness_neutral_h_070,happiness_neutral_18/18_happiness_neutral_h_070.wav,happiness,"Да, действительно, я бы завела кошку или, может, собаку, но получается, что я завела соседку."
43_enthusiasm_neutral_e_100,enthusiasm_neutral_43/43_enthusiasm_neutral_e_100.wav,enthusiasm,"А я вот видела у вас там значок круглосуточный, в ночь не работает никто."
14_anger_fear_f_010,anger_fear_14/14_anger_fear_f_010.wav,fear,"Да, это я."
50_enthusiasm_sadness_s_110,enthusiasm_sadness_50/50_enthusiasm_sadness_s_110.wav,sadness,"Нет, не видела. Не до этого мне сейчас."
03_disgust_neutral n_032,03_disgust_neutral/03_disgust_neutral n_032.wav,neutral,"Моё мнение и мнение преподавателя, который находился в этот момент на поле о том, что удар был совершен."
04_fear_enthusiasm f_040,04_fear_enthusiasm/04_fear_enthusiasm f_040.wav,fear,"Да, давайте, вот держите посылку, открывайте."
22_fear_anger_f_150,fear_anger_22/22_fear_anger_f_150.wav,fear,"Он сисядет! Слушай, а у тебя есть какие-нибудь навыки хоть за рулем ездить?"
09_neutral_happiness n_051,09_neutral_happiness/09_neutral_happiness n_051.wav,neutral,"Да, конечно же он будет вам доставлять большое удовольствие. Это настроенческий интерьер. Вы, конечно же, сможете пригласить сюда очень много гостей и собирать какие-то домашние посиделки."
10_happiness_anger h_100,10_happiness_anger/10_happiness_anger h_100.wav,happiness,"Зря, зря. Немного потерял. Возможно, прямо сегодня. Ты ещё у него не была, а уже на меня кричишь. Нет, чтобы порадоваться."
44_neutral_anger_a_170,neutral_anger_44/44_neutral_anger_a_170.wav,anger,"я спокойно, принимайте деньги, я жду, пожалуйста я просто я не уберу машину с этого места, поняла? я не уберу машину с этого места, пока я здесь не заправлюсь, давай быстрее"
45_happiness_sadness_s_090,happiness_sadness_45/45_happiness_sadness_s_090.wav,sadness,"Ну они недавно выиграли, блин, что..."
28_disgust_enthusiasm_e_060,disgust_enthusiasm_28/28_disgust_enthusiasm_e_060.wav,enthusiasm,"Ой, я очень хочу. Вот так, да?"
44_neutral_anger_n_150,neutral_anger_44/44_neutral_anger_n_150.wav,neutral,Вы задерживаете очень сильную очередь
